feature_name,top_returns,top_mfe,top_mae,top_short_horizon,top_long_horizon
liq_concentration_spot_struct100_60s_btc,False,False,False,True,False
liq_concentration_spot_struct100_60s_eth,False,False,False,True,False
liq_concentration_spot_struct100_900s_btc,False,True,True,False,True
liq_concentration_spot_struct100_900s_eth,True,False,True,False,True
liq_concentration_spot_struct50_300s_eth,True,False,False,False,False
liq_concentration_spot_struct50_60s_btc,True,False,False,False,False
liq_concentration_spot_struct50_60s_eth,False,False,False,True,False
liq_concentration_spot_struct50_900s_btc,True,False,True,False,True
liq_concentration_spot_struct50_900s_eth,True,True,True,True,True
liq_imb_div_fut_minus_spot_struct100_300s_btc,False,True,True,False,False
liq_imb_div_fut_minus_spot_struct100_300s_eth,False,True,False,False,True
liq_imb_div_fut_minus_spot_struct100_60s_btc,True,False,False,False,False
liq_imb_div_fut_minus_spot_struct100_60s_eth,True,False,False,True,False
liq_imb_div_fut_minus_spot_struct100_900s_btc,True,False,False,False,False
liq_imb_div_fut_minus_spot_struct100_900s_eth,True,False,True,True,True
liq_imb_div_fut_minus_spot_struct50_300s_btc,True,False,False,False,False
liq_imb_div_fut_minus_spot_struct50_300s_eth,True,True,True,False,False
liq_imb_div_fut_minus_spot_struct50_60s_btc,True,False,False,False,False
liq_imb_div_fut_minus_spot_struct50_60s_eth,True,False,False,True,False
liq_imb_div_fut_minus_spot_struct50_900s_btc,False,False,True,False,False
liq_imb_div_fut_minus_spot_struct50_900s_eth,True,True,True,False,False
liq_imb_fut_struct100_300s_btc,True,True,True,True,False
liq_imb_fut_struct100_300s_eth,False,False,True,True,False
liq_imb_fut_struct100_60s_btc,True,False,False,False,False
liq_imb_fut_struct100_900s_btc,True,False,True,False,True
liq_imb_fut_struct100_900s_eth,False,True,True,True,True
liq_imb_fut_struct50_300s_btc,True,False,True,True,False
liq_imb_fut_struct50_300s_eth,False,False,True,False,False
liq_imb_fut_struct50_60s_eth,True,False,False,True,False
liq_imb_fut_struct50_900s_btc,True,True,True,False,False
liq_imb_fut_struct50_900s_eth,True,True,True,False,True
liq_imb_sf_struct100_300s_btc,True,True,False,True,False
liq_imb_sf_struct100_300s_eth,True,False,True,True,False
liq_imb_sf_struct100_900s_btc,True,False,True,False,True
liq_imb_sf_struct100_900s_eth,True,True,False,False,True
liq_imb_sf_struct50_300s_btc,True,False,False,False,False
liq_imb_sf_struct50_300s_eth,True,False,False,False,False
liq_imb_sf_struct50_900s_eth,True,True,False,False,False
liq_imb_spot_struct100_300s_btc,True,False,False,False,False
liq_imb_spot_struct100_300s_eth,True,True,True,False,True
liq_imb_spot_struct100_60s_eth,True,False,True,False,False
liq_imb_spot_struct100_900s_btc,False,True,True,False,True
liq_imb_spot_struct100_900s_eth,True,False,True,False,True
liq_imb_spot_struct50_300s_btc,False,True,True,False,True
liq_imb_spot_struct50_300s_eth,True,False,True,True,True
liq_imb_spot_struct50_900s_btc,True,True,True,False,True
liq_imb_spot_struct50_900s_eth,False,True,False,True,True
liq_sum_fut_10bps_1s_btc,False,False,False,True,False
liq_sum_fut_300s_btc,True,True,True,True,True
liq_sum_fut_300s_eth,False,True,False,False,False
liq_sum_fut_60s_btc,True,False,False,True,False
liq_sum_fut_900s_btc,False,True,True,False,True
liq_sum_fut_900s_eth,True,True,True,False,True
liq_sum_spot_300s_btc,False,True,True,True,True
liq_sum_spot_300s_eth,True,True,True,False,False
liq_sum_spot_60s_btc,True,False,False,False,False
liq_sum_spot_60s_eth,False,False,True,False,True
liq_sum_spot_900s_btc,True,True,True,True,True
liq_sum_spot_900s_eth,True,True,True,False,True
lwp_mid_10bps_fut_60s_btc,False,False,True,False,False
lwp_mid_10bps_fut_60s_eth,True,False,False,False,False
mad_absorption_break_fut_15s_eth,False,False,False,True,False
mad_absorption_break_fut_60s_btc,False,False,False,True,False
mad_absorption_break_spot_60s_btc,True,False,False,False,False
mad_impact_per_signed_fut_15s_btc,False,True,True,False,True
mad_impact_per_signed_fut_15s_eth,True,True,True,True,False
mad_impact_per_signed_fut_5s_btc,True,True,True,True,True
mad_impact_per_signed_fut_5s_eth,True,True,True,True,True
mad_impact_per_signed_fut_60s_btc,True,True,False,True,False
mad_impact_per_signed_fut_60s_eth,True,True,False,False,False
mad_impact_per_signed_spot_15s_btc,False,True,True,False,True
mad_impact_per_signed_spot_15s_eth,True,True,False,True,True
mad_impact_per_signed_spot_5s_btc,False,False,True,False,True
mad_impact_per_signed_spot_5s_eth,False,True,True,False,True
mad_impact_per_signed_spot_60s_btc,True,False,True,True,True
mad_impact_per_signed_spot_60s_eth,True,True,False,False,False
mad_net_pressure_fut_10bps_60s_eth,True,False,False,False,False
mad_net_pressure_fut_1bps_60s_eth,False,False,False,True,False
mad_net_pressure_fut_5bps_15s_eth,False,False,False,True,False
mad_net_pressure_spot_10bps_15s_btc,False,False,False,True,False
mad_net_pressure_spot_1bps_60s_btc,False,False,False,True,False
mad_net_pressure_spot_1bps_60s_eth,True,False,False,True,False
mad_net_pressure_spot_5bps_15s_btc,False,False,False,True,False
mad_net_pressure_spot_5bps_60s_eth,True,False,False,False,False
mad_pull_rate_fut_1bps_5s_btc,False,False,False,True,False
mad_pull_rate_fut_1bps_60s_btc,False,False,False,True,False
mad_pull_rate_fut_2bps_5s_eth,False,False,False,True,False
mad_pull_rate_fut_5bps_15s_btc,False,False,False,True,False
mad_pull_rate_fut_5bps_60s_btc,True,False,False,False,False
mad_pull_rate_fut_5bps_60s_eth,False,False,False,True,False
mad_pull_rate_spot_10bps_60s_btc,True,False,False,False,False
mad_pull_rate_spot_1bps_5s_eth,False,False,False,True,False
mad_pull_rate_spot_1bps_60s_btc,True,False,False,False,False
mad_pull_rate_spot_1bps_60s_eth,False,False,True,False,False
mad_pull_rate_spot_5bps_15s_eth,False,False,False,True,False
mad_queue_pressure_fut_10bps_60s_btc,True,False,False,True,False
mad_queue_pressure_fut_10bps_60s_eth,False,False,False,True,False
mad_queue_pressure_fut_5bps_15s_eth,False,False,False,True,False
mad_queue_pressure_fut_5bps_60s_btc,True,False,False,False,False
mad_queue_pressure_spot_10bps_15s_eth,False,False,False,True,False
mad_queue_pressure_spot_10bps_60s_eth,False,False,False,True,False
mad_queue_pressure_spot_2bps_60s_btc,False,False,False,True,False
mad_queue_pressure_spot_5bps_60s_btc,False,False,False,True,False
mad_queue_pressure_spot_5bps_60s_eth,True,False,False,False,False
mad_refill_rate_fut_1bps_60s_btc,False,True,False,True,False
mad_refill_rate_fut_1bps_60s_eth,False,False,True,False,False
mad_refill_rate_fut_5bps_60s_eth,False,False,False,True,False
mad_refill_rate_spot_10bps_15s_eth,False,False,False,True,False
mad_refill_rate_spot_10bps_60s_eth,False,False,False,True,False
mad_refill_rate_spot_1bps_60s_btc,False,True,False,True,False
mad_refill_rate_spot_1bps_60s_eth,True,False,False,True,False
mad_refill_rate_spot_5bps_15s_btc,False,False,False,True,False
mad_refill_rate_spot_5bps_5s_btc,False,False,False,True,False
mad_refill_rate_spot_5bps_60s_eth,False,False,False,True,False
mad_taker_imbalance_fut_15s_btc,True,True,True,True,True
mad_taker_imbalance_fut_15s_eth,True,False,True,False,False
mad_taker_imbalance_fut_5s_btc,False,True,False,True,True
mad_taker_imbalance_fut_5s_eth,True,False,True,False,False
mad_taker_imbalance_fut_60s_btc,True,True,False,False,True
mad_taker_imbalance_fut_60s_eth,True,False,True,False,False
mad_taker_imbalance_spot_15s_btc,True,True,False,False,False
mad_taker_imbalance_spot_15s_eth,True,False,True,False,False
mad_taker_imbalance_spot_5s_btc,False,False,False,True,False
mad_taker_imbalance_spot_5s_eth,True,False,True,True,False
mad_taker_imbalance_spot_60s_btc,True,True,True,False,True
mad_taker_imbalance_spot_60s_eth,True,False,True,True,False
mad_vacuum_score_fut_5bps_60s_btc,False,False,False,True,False
mad_vacuum_score_spot_10bps_60s_eth,True,False,False,True,False
mad_vacuum_score_spot_5bps_60s_btc,False,False,False,True,False
mad_vacuum_score_spot_5bps_60s_eth,True,False,False,False,False
max_bps_ask_fut_1s_btc,False,True,True,False,True
max_bps_ask_fut_300s_btc,False,True,True,True,True
max_bps_ask_fut_300s_eth,True,False,False,True,True
max_bps_ask_fut_60s_btc,False,True,True,True,True
max_bps_ask_fut_60s_eth,True,False,True,False,False
max_bps_ask_fut_900s_btc,True,True,True,True,True
max_bps_ask_fut_900s_eth,False,False,True,False,True
max_bps_ask_spot_1s_btc,True,False,False,True,False
max_bps_ask_spot_1s_eth,False,True,True,True,True
max_bps_ask_spot_300s_btc,True,True,False,True,False
max_bps_ask_spot_300s_eth,True,True,True,True,True
max_bps_ask_spot_60s_btc,True,False,False,False,False
max_bps_ask_spot_60s_eth,False,False,True,False,False
max_bps_ask_spot_900s_btc,True,False,True,False,True
max_bps_ask_spot_900s_eth,True,True,True,False,True
max_bps_bid_fut_1s_eth,False,False,False,True,False
max_bps_bid_fut_300s_btc,True,False,True,False,True
max_bps_bid_fut_300s_eth,False,True,True,False,False
max_bps_bid_fut_60s_btc,False,False,False,True,False
max_bps_bid_fut_60s_eth,False,True,True,False,True
max_bps_bid_fut_900s_btc,True,True,True,False,True
max_bps_bid_fut_900s_eth,False,True,True,True,True
max_bps_bid_spot_1s_btc,True,True,False,False,True
max_bps_bid_spot_1s_eth,True,False,True,False,False
max_bps_bid_spot_300s_btc,True,True,True,True,True
max_bps_bid_spot_300s_eth,True,False,True,False,True
max_bps_bid_spot_60s_btc,True,False,False,True,False
max_bps_bid_spot_60s_eth,False,True,False,False,False
max_bps_bid_spot_900s_btc,True,False,True,True,True
max_bps_bid_spot_900s_eth,True,True,True,False,True
max_liq_distance_ask_5bps_fut_1s_eth,True,False,False,False,False
max_liq_distance_ask_fut_5bps_300s_btc,True,False,False,True,False
max_liq_distance_ask_fut_5bps_300s_eth,False,True,False,True,True
max_liq_distance_ask_fut_5bps_60s_eth,False,True,False,False,False
max_liq_distance_ask_spot_5bps_300s_btc,True,False,False,False,False
max_liq_distance_ask_spot_5bps_60s_btc,True,False,False,False,False
max_liq_distance_ask_struct100_fut_1s_eth,False,False,False,True,False
max_liq_distance_ask_struct100_spot_1s_eth,False,False,False,True,False
max_liq_distance_bid_5bps_fut_1s_eth,True,False,False,True,False
max_liq_distance_bid_fut_5bps_300s_btc,False,False,True,False,False
max_liq_distance_bid_fut_5bps_300s_eth,False,True,False,False,True
max_liq_distance_bid_fut_5bps_60s_eth,False,False,False,True,False
max_liq_distance_bid_spot_5bps_300s_btc,True,True,False,False,False
max_liq_distance_bid_spot_5bps_300s_eth,False,True,False,True,True
max_liq_distance_bid_struct100_spot_1s_btc,False,False,False,True,False
max_liq_distance_bid_struct100_spot_1s_eth,False,False,False,True,False
median_absorption_break_fut_15s_btc,False,False,False,True,False
median_absorption_break_fut_15s_eth,False,False,False,True,False
median_absorption_break_fut_60s_btc,False,False,False,True,False
median_absorption_break_fut_60s_eth,False,True,False,True,False
median_absorption_break_spot_15s_btc,False,False,False,True,False
median_absorption_break_spot_15s_eth,False,False,False,True,False
median_absorption_break_spot_60s_btc,True,False,False,True,False
median_absorption_break_spot_60s_eth,True,False,False,True,False
median_impact_per_signed_fut_15s_btc,True,False,True,True,False
median_impact_per_signed_fut_15s_eth,False,True,False,True,False
median_impact_per_signed_fut_5s_btc,False,True,True,False,True
median_impact_per_signed_fut_5s_eth,False,False,True,False,True
median_impact_per_signed_fut_60s_btc,False,True,True,True,True
median_impact_per_signed_fut_60s_eth,True,True,False,False,True
median_impact_per_signed_spot_15s_btc,True,True,False,False,True
median_impact_per_signed_spot_15s_eth,True,False,False,True,False
median_impact_per_signed_spot_5s_btc,True,True,True,True,True
median_impact_per_signed_spot_5s_eth,True,True,True,True,True
median_impact_per_signed_spot_60s_btc,True,True,False,False,False
median_impact_per_signed_spot_60s_eth,True,True,False,True,False
median_net_pressure_fut_10bps_60s_btc,False,False,False,True,False
median_net_pressure_fut_1bps_15s_eth,False,False,False,True,False
median_net_pressure_fut_1bps_60s_btc,True,True,False,False,True
median_net_pressure_fut_1bps_60s_eth,False,True,False,True,True
median_net_pressure_fut_2bps_60s_btc,False,False,False,True,False
median_net_pressure_fut_5bps_60s_btc,False,False,False,True,False
median_net_pressure_spot_1bps_15s_btc,False,False,False,True,False
median_net_pressure_spot_1bps_60s_btc,True,False,False,True,False
median_net_pressure_spot_1bps_60s_eth,False,True,True,True,False
median_net_pressure_spot_2bps_60s_btc,False,False,False,True,False
median_pull_rate_fut_10bps_15s_btc,False,False,False,True,False
median_pull_rate_fut_10bps_60s_btc,True,False,False,False,False
median_pull_rate_fut_10bps_60s_eth,True,False,True,False,False
median_pull_rate_fut_1bps_60s_btc,False,True,False,False,False
median_pull_rate_fut_1bps_60s_eth,False,True,False,False,True
median_pull_rate_spot_10bps_5s_btc,False,False,False,True,False
median_pull_rate_spot_10bps_60s_btc,False,True,False,False,False
median_pull_rate_spot_5bps_15s_btc,False,False,False,True,False
median_queue_pressure_fut_10bps_60s_btc,True,False,False,False,False
median_queue_pressure_fut_2bps_60s_btc,False,True,False,True,False
median_queue_pressure_spot_10bps_60s_btc,True,False,True,True,False
median_queue_pressure_spot_2bps_15s_btc,False,False,False,True,False
median_queue_pressure_spot_2bps_15s_eth,False,False,False,True,False
median_queue_pressure_spot_2bps_60s_btc,True,False,False,False,False
median_queue_pressure_spot_2bps_60s_eth,False,True,False,True,False
median_queue_pressure_spot_5bps_15s_btc,False,False,False,True,False
median_queue_pressure_spot_5bps_60s_btc,True,False,True,False,True
median_queue_pressure_spot_5bps_60s_eth,False,False,False,True,False
median_refill_rate_fut_10bps_5s_eth,False,False,False,True,False
median_refill_rate_fut_10bps_60s_eth,True,False,False,False,False
median_refill_rate_fut_1bps_60s_btc,False,True,True,True,True
median_refill_rate_fut_1bps_60s_eth,True,False,False,False,False
median_refill_rate_fut_2bps_5s_btc,False,False,False,True,False
median_refill_rate_spot_10bps_15s_btc,False,False,False,True,False
median_refill_rate_spot_10bps_15s_eth,False,False,False,True,False
median_refill_rate_spot_10bps_60s_eth,False,False,False,True,False
median_refill_rate_spot_1bps_60s_btc,False,False,True,False,True
median_refill_rate_spot_1bps_60s_eth,False,True,True,False,True
median_refill_rate_spot_5bps_15s_btc,False,False,False,True,False
median_refill_rate_spot_5bps_15s_eth,False,False,False,True,False
median_taker_imbalance_fut_15s_btc,False,True,False,False,False
median_taker_imbalance_fut_15s_eth,True,True,False,False,False
median_taker_imbalance_fut_5s_btc,False,True,False,False,False
median_taker_imbalance_fut_5s_eth,False,False,False,True,False
median_taker_imbalance_spot_15s_btc,True,True,False,False,True
median_taker_imbalance_spot_15s_eth,True,False,False,False,False
median_taker_imbalance_spot_5s_btc,True,False,False,True,False
median_taker_imbalance_spot_5s_eth,False,False,True,False,False
median_taker_imbalance_spot_60s_btc,True,False,True,False,False
median_taker_imbalance_spot_60s_eth,True,False,True,True,True
median_vacuum_score_fut_10bps_60s_btc,False,False,False,True,False
median_vacuum_score_fut_10bps_60s_eth,True,False,False,True,False
median_vacuum_score_fut_5bps_60s_eth,True,False,False,False,False
median_vacuum_score_spot_10bps_60s_btc,False,False,False,True,False
median_vacuum_score_spot_10bps_60s_eth,False,False,False,True,False
median_vacuum_score_spot_5bps_60s_btc,False,False,False,True,False
median_vacuum_score_spot_5bps_60s_eth,False,False,False,True,False
mid_fut_1s_btc,False,False,True,False,False
net_add_fut_10bps_1s_btc,False,False,False,True,False
net_add_fut_2bps_1s_btc,False,False,False,True,False
net_add_fut_2bps_1s_eth,False,False,False,True,False
net_add_persist_fut_5bps_60s_btc,False,False,False,True,False
net_add_persist_sf_5bps_900s_btc,True,True,False,False,False
net_add_persist_sf_5bps_900s_eth,True,False,True,False,False
net_add_pressure_fut_2bps_1s_eth,False,False,False,True,False
net_cancel_fut_2bps_60s_btc,True,True,False,False,False
net_cancel_fut_2bps_60s_eth,False,False,False,True,False
net_cancel_fut_5bps_60s_btc,False,False,False,True,False
net_cancel_fut_5bps_900s_btc,True,False,False,True,False
net_cancel_fut_5bps_900s_eth,True,True,False,False,True
net_cancel_persist_fut_10bps_60s_btc,True,False,False,False,False
net_cancel_persist_fut_5bps_60s_eth,False,False,False,True,False
net_cancel_persist_sf_5bps_900s_btc,True,True,False,True,False
net_cancel_persist_sf_5bps_900s_eth,True,False,True,False,False
net_cancel_persist_spot_10bps_15s_eth,False,False,False,True,False
net_cancel_persist_spot_10bps_60s_eth,False,False,False,True,False
net_cancel_persist_spot_2bps_60s_btc,True,False,False,False,False
net_cancel_persist_spot_2bps_60s_eth,False,False,False,True,False
net_cancel_persist_spot_5bps_60s_btc,True,False,False,False,False
net_cancel_pressure_fut_2bps_60s_btc,True,True,False,False,False
net_cancel_pressure_fut_5bps_60s_btc,False,False,False,True,False
net_cancel_pressure_spot_2bps_60s_btc,True,False,False,False,False
net_cancel_robust_z_fut_2bps_60s_eth,False,False,False,True,False
net_cancel_robust_z_spot_10bps_60s_btc,False,False,False,True,False
net_cancel_robust_z_spot_10bps_60s_eth,False,False,False,True,False
net_cancel_sf_5bps_900s_btc,True,False,False,False,False
net_cancel_sf_5bps_900s_eth,True,True,False,False,True
net_cancel_spot_10bps_15s_eth,False,False,False,True,False
net_cancel_spot_10bps_60s_eth,False,False,False,True,False
net_cancel_spot_5bps_60s_btc,False,False,False,True,False
net_cancel_spot_5bps_900s_btc,True,False,True,True,True
net_cancel_spot_5bps_900s_eth,True,False,False,False,False
net_pressure_flip_rate_fut_10bps_300s_btc,False,False,False,True,False
net_pressure_flip_rate_fut_5bps_300s_btc,False,False,False,True,False
net_pressure_flip_rate_fut_5bps_60s_btc,False,False,False,True,False
net_pressure_flip_rate_spot_10bps_300s_btc,False,True,False,False,False
net_pressure_flip_rate_spot_5bps_300s_eth,True,False,False,True,False
net_pressure_fut_1bps_60s_btc,False,False,False,True,False
net_pressure_persist_spot_5bps_300s_btc,False,True,False,False,False
net_pressure_persist_spot_5bps_300s_eth,True,False,False,True,False
net_pressure_shock_spot_1bps_60s_btc,False,False,False,True,False
net_pressure_spot_1bps_15s_btc,False,False,False,True,False
net_pressure_spot_1bps_60s_eth,False,False,False,True,False
participation_rate_fut_1s_eth,False,False,False,True,False
poc_1d_fut_btc,False,True,True,False,True
poc_1d_fut_eth,True,False,False,False,True
poc_240m_fut_eth,False,False,False,False,True
poc_60m_fut_btc,False,True,False,False,True
poc_migration_1d_bps_fut_btc,False,False,True,False,True
poc_migration_1d_bps_fut_eth,True,True,True,False,True
poc_migration_240m_bps_fut_btc,True,False,True,False,True
poc_migration_240m_bps_fut_eth,True,True,True,False,True
poc_migration_60m_bps_fut_btc,True,True,True,True,True
poc_migration_60m_bps_fut_eth,False,True,True,True,True
prev_day_high_fut_btc,False,True,False,False,True
prev_day_high_fut_eth,False,True,False,False,True
prev_day_high_spot_btc,False,True,False,False,False
prev_day_high_spot_eth,True,False,True,False,False
prev_day_low_fut_eth,False,False,True,False,False
price_deviation_spot_1s_eth,False,False,False,True,False
price_vs_ema_200_15m_bps_fut_btc,True,True,True,False,True
price_vs_ema_200_15m_bps_fut_eth,True,False,True,False,False
price_vs_ema_200_240m_bps_fut_btc,True,True,True,False,True
price_vs_ema_200_240m_bps_fut_eth,True,True,True,False,True
price_vs_ema_200_5m_bps_fut_btc,True,True,False,False,True
price_vs_ema_200_5m_bps_fut_eth,True,True,False,False,True
price_vs_ema_200_60m_bps_fut_btc,False,True,True,False,True
price_vs_ema_200_60m_bps_fut_eth,True,False,True,True,True
price_vs_ema_50_15m_bps_fut_eth,False,True,True,False,True
price_vs_ema_50_240m_bps_fut_btc,True,False,True,False,False
price_vs_ema_50_240m_bps_fut_eth,False,True,False,False,True
price_vs_ema_50_5m_bps_fut_btc,False,True,True,False,True
price_vs_ema_50_5m_bps_fut_eth,True,False,True,True,False
price_vs_ema_50_60m_bps_fut_btc,False,True,False,False,True
pull_rate_fut_10bps_15s_eth,False,False,False,True,False
pull_rate_fut_1bps_15s_btc,False,False,False,True,False
pull_rate_fut_1bps_15s_eth,False,False,True,True,False
pull_rate_fut_1bps_60s_eth,False,False,True,True,True
pull_rate_fut_2bps_60s_btc,False,True,True,False,True
pull_rate_fut_2bps_60s_eth,False,True,True,True,True
pull_rate_fut_5bps_60s_btc,False,False,True,False,False
pull_rate_fut_5bps_60s_eth,False,False,False,True,False
pull_rate_shock_fut_1bps_60s_btc,False,False,False,True,False
pull_rate_shock_spot_10bps_60s_btc,False,False,False,True,False
pull_rate_shock_spot_5bps_60s_eth,False,False,False,True,False
pull_rate_spot_10bps_15s_btc,False,False,False,True,False
pull_rate_spot_1bps_15s_btc,False,False,True,True,False
pull_rate_spot_1bps_15s_eth,False,False,False,True,False
pull_rate_spot_1bps_5s_btc,False,False,False,True,False
pull_rate_spot_1bps_60s_btc,False,False,True,False,False
pull_rate_spot_1bps_60s_eth,False,False,True,False,True
pull_rate_spot_2bps_15s_btc,False,True,True,True,True
pull_rate_spot_2bps_15s_eth,False,False,True,False,False
pull_rate_spot_2bps_60s_btc,False,True,True,False,True
pull_rate_spot_2bps_60s_eth,False,True,False,True,True
pull_rate_spot_5bps_15s_btc,False,False,False,True,False
pull_rate_spot_5bps_5s_eth,False,False,False,True,False
pull_rate_spot_5bps_60s_btc,True,True,False,True,False
queue_imb_fut_1bps_1s_btc,False,True,False,True,False
queue_imb_fut_1bps_1s_eth,False,True,False,False,False
queue_imb_fut_1bps_60s_btc,False,False,False,True,False
queue_imb_fut_1bps_60s_eth,False,False,False,True,False
queue_imb_fut_2bps_1s_btc,True,False,False,False,False
queue_imb_persist_fut_1bps_300s_btc,False,True,True,False,True
queue_imb_persist_fut_1bps_900s_btc,False,True,True,False,True
queue_imb_persist_fut_1bps_900s_eth,True,True,True,False,True
queue_imb_persist_spot_1bps_300s_btc,False,False,True,False,True
queue_imb_persist_spot_1bps_300s_eth,False,True,True,False,True
queue_imb_persist_spot_1bps_900s_btc,False,True,True,False,True
queue_imb_persist_spot_1bps_900s_eth,True,True,True,True,True
queue_imb_spot_1bps_1s_btc,False,False,False,True,False
queue_imb_spot_1bps_60s_btc,False,False,False,True,False
queue_pressure_div_fut_minus_spot_1bps_60s_eth,True,False,False,True,False
queue_pressure_fut_1bps_1s_btc,True,True,True,True,False
queue_pressure_fut_1bps_1s_eth,False,True,False,True,False
queue_pressure_fut_1bps_60s_btc,True,False,False,False,False
queue_pressure_fut_2bps_1s_eth,False,False,False,True,False
queue_pressure_fut_2bps_60s_btc,True,False,False,False,False
queue_pressure_fut_5bps_60s_btc,False,False,False,True,False
queue_pressure_log_fut_1bps_1s_btc,False,False,True,False,True
queue_pressure_log_fut_2bps_1s_eth,False,False,False,True,False
queue_pressure_log_spot_1bps_1s_eth,False,False,False,True,False
queue_pressure_persist_fut_1bps_300s_btc,False,True,False,False,True
queue_pressure_persist_fut_1bps_300s_eth,False,True,False,True,False
queue_pressure_persist_fut_1bps_900s_btc,False,True,True,True,True
queue_pressure_persist_fut_1bps_900s_eth,False,True,True,False,True
queue_pressure_persist_spot_1bps_300s_btc,False,True,False,False,True
queue_pressure_persist_spot_1bps_300s_eth,True,False,True,False,True
queue_pressure_persist_spot_1bps_900s_btc,True,True,True,True,True
queue_pressure_persist_spot_1bps_900s_eth,False,True,True,False,True
queue_pressure_shock_fut_10bps_60s_eth,False,False,False,True,False
queue_pressure_shock_fut_5bps_60s_eth,False,False,False,True,False
queue_pressure_shock_spot_10bps_60s_eth,False,False,False,True,False
queue_pressure_spot_2bps_60s_eth,False,False,False,True,False
queue_pressure_spot_5bps_60s_btc,True,False,False,False,False
range_pct_fut_3600s_btc,True,True,True,True,True
range_pct_fut_3600s_eth,True,False,True,False,True
range_pct_spot_3600s_btc,True,True,True,True,True
range_pct_spot_3600s_eth,True,True,True,True,True
range_pos_day_fut_btc,False,False,True,False,True
range_pos_day_fut_eth,True,True,True,False,True
range_pos_day_spot_btc,True,True,False,False,True
range_pos_day_spot_eth,True,True,False,True,True
range_pos_fut_3600s_btc,False,False,True,True,False
range_pos_fut_3600s_eth,False,True,True,True,True
range_pos_spot_3600s_btc,True,True,True,False,True
range_pos_spot_3600s_eth,False,True,True,True,True
refill_rate_fut_10bps_15s_btc,False,False,False,True,False
refill_rate_fut_10bps_15s_eth,False,False,False,True,False
refill_rate_fut_10bps_5s_btc,False,False,False,True,False
refill_rate_fut_10bps_60s_eth,False,False,True,False,False
refill_rate_fut_1bps_60s_btc,False,True,True,True,True
refill_rate_fut_1bps_60s_eth,True,True,True,True,True
refill_rate_fut_2bps_60s_btc,False,True,False,False,True
refill_rate_fut_2bps_60s_eth,False,False,True,False,False
refill_rate_fut_5bps_5s_btc,False,False,False,True,False
refill_rate_fut_5bps_5s_eth,False,False,False,True,False
refill_rate_fut_5bps_60s_btc,True,False,False,True,False
refill_rate_fut_5bps_60s_eth,False,False,True,False,True
refill_rate_shock_fut_10bps_60s_btc,False,False,False,True,False
refill_rate_shock_fut_5bps_60s_eth,False,False,False,True,False
refill_rate_shock_spot_1bps_60s_btc,False,False,False,True,False
refill_rate_shock_spot_5bps_60s_btc,False,False,False,True,False
refill_rate_shock_spot_5bps_60s_eth,False,False,False,True,False
refill_rate_spot_10bps_15s_btc,False,False,False,True,False
refill_rate_spot_10bps_15s_eth,False,False,True,True,False
refill_rate_spot_10bps_60s_btc,False,True,False,False,False
refill_rate_spot_10bps_60s_eth,True,True,True,False,False
refill_rate_spot_1bps_60s_btc,False,False,True,False,True
refill_rate_spot_1bps_60s_eth,False,True,True,True,True
refill_rate_spot_2bps_15s_btc,False,False,False,True,False
refill_rate_spot_2bps_60s_btc,False,True,True,True,True
refill_rate_spot_2bps_60s_eth,False,True,True,False,True
refill_rate_spot_5bps_60s_btc,False,False,True,True,True
refill_rate_spot_5bps_60s_eth,False,True,False,True,False
signed_notional_fut_1s_btc,True,False,False,True,False
signed_notional_fut_1s_eth,False,False,False,True,False
signed_notional_spot_1s_eth,False,False,False,True,False
signed_vol_fut_1s_btc,False,False,False,True,False
signed_vol_spot_1s_eth,False,False,False,True,False
spot_fut_taker_activity_share_300s_btc,False,False,True,False,False
spot_fut_taker_activity_share_300s_eth,True,True,True,True,False
spot_fut_taker_activity_share_900s_btc,True,True,True,False,True
spot_fut_taker_activity_share_900s_eth,True,True,True,True,True
spread_fut_300s_btc,False,True,False,True,True
spread_fut_300s_eth,False,True,True,True,True
spread_fut_900s_btc,True,True,True,True,True
spread_fut_900s_eth,False,True,False,False,True
spread_sf_div_300s_btc,True,False,False,True,True
spread_sf_div_60s_eth,False,False,False,True,False
spread_spot_300s_btc,False,True,False,False,False
spread_spot_60s_eth,False,False,True,True,True
spread_spot_900s_btc,False,True,False,True,True
spread_spot_900s_eth,True,False,True,True,True
taker_buy_notional_fut_1s_eth,False,False,False,True,False
taker_buy_notional_spot_1s_btc,False,False,False,True,False
taker_buy_vol_fut_1s_btc,False,False,False,True,False
taker_buy_vol_spot_1s_btc,False,False,False,True,False
taker_imbalance_fut_1s_eth,False,False,False,True,False
taker_imbalance_fut_300s_btc,False,True,False,True,False
taker_imbalance_fut_300s_eth,False,False,False,True,False
taker_imbalance_fut_900s_btc,True,True,False,False,True
taker_imbalance_fut_900s_eth,True,True,False,False,True
taker_imbalance_shock_fut_5s_eth,False,False,False,True,False
taker_imbalance_shock_fut_60s_eth,True,False,False,True,False
taker_imbalance_shock_spot_5s_btc,False,False,False,True,False
taker_imbalance_shock_spot_60s_eth,False,False,False,True,False
taker_imbalance_spot_300s_btc,True,False,False,False,False
taker_imbalance_spot_300s_eth,True,False,True,True,False
taker_imbalance_spot_60s_eth,True,False,False,False,False
taker_imbalance_spot_900s_btc,True,False,True,True,True
taker_imbalance_spot_900s_eth,True,True,True,True,True
taker_sell_notional_fut_1s_eth,False,False,False,True,False
